+0.40 #HappyThanksgiving2017 https://t.co/8BaMb7PFCL
+0.40 National Apprenticeship Week is about training workers for skilled manufacturing jobs!  My bipartisan Workforce Dev… https://t.co/hNZus1q1e5
+0.40 Record numbers are signing up for health care. Open enrollment ends December 15! Don't miss your chance to… https://t.co/vaO7KqxTbO
"+0.40 As the proud product of AL's public schools, I know the power of public education. This week, I intro'd a bill to s… https://t.co/Y2OCeHHgba"
+0.40 Happy #VeteransDay! Please join me in thanking the men and women who've served our country. https://t.co/C0BncpQoVn
+0.40 Trump again taking the word of Putin that Russia did not interfere. Just weeks after we exposed how Russia paid for digital ads in Rubles...
"+0.40 In 1947, WWII vet Raymond Weeks led the first ever National #VeteransDay Parade right here in Birmingham. Today, 70… https://t.co/AzZ7H3RgpP"
+0.40 So honored to have been invited to take part in today's UAB Veterans Day Celebration! #VeteransDay2017… https://t.co/t986ImRVCh
"+0.40 Today’s allegations against Roy Moore are deeply troubling. If true, Moore should step aside from his campaign imme… https://t.co/iD7ypqrm4r"
"+0.40 President Trump is already jumping ship on the unpopular House #GOPTaxPlan. Instead of fixing the bill, our Committ… https://t.co/BUJVfYkbDm"
+0.40 Just one Republican who’s sitting in for debate on the #GOPTaxScam. https://t.co/SCPLi126fm
+0.40 We’re here debating the #GOPTaxScam but Republicans aren’t here! Looks like another backroom deal on its way.… https://t.co/UG1JpOQcpa
"+0.40 The tax credit I'm trying to save in the #GOPTaxBill was first championed by President Reagan, and it's saved tens… https://t.co/JZNx9ovgfe"
"+0.40 This morning I'm introducing an amendment to save the historic preservation tax credit. Nationwide, this one credit… https://t.co/EbPaAvKv4P"
+0.40 GOP are cutting debate short on the #GOPTaxBill. Here are just a few of the amendments Dems had prepped to offer. W… https://t.co/27le6j9onF
+0.40 RT @NationalPTA: .@NationalPTA &amp; 32 orgs support legislation to limit public dollars for private schools! HR 4269 @RepTerriSewell #PublicSc…
"+0.40 You have it right @RepLindaSanchez. The process stinks. Republicans are putting politics over people, rejecting ame… https://t.co/b8qjMeB0aS"
"+0.40 UPDATE: Looks like GOP could shut down amendment process early in @WaysMeansCmte, cutting off debate on the #GOPTaxBill. Shameful."
+0.40 Offering an amendment now that would restore the ability of state and local governments to save taxpayer money by r… https://t.co/wBcjySdXqx
"+0.40 RT @peoplefor: It's time to end tax breaks that drive public funds away from public schools. Today, we have a solution! #NotOnePenny https:…"
+0.40 You have to give Ryan &amp; McConnell credit. They found a way to increase the deficit by $1.7 trillion all while erasi… https://t.co/VxUTHjnN8T
+0.40 RT @GLSEN: Congress MUST pass the Public Funds for Public Schools Act! Save taxpayer funds for our classrooms #PublicSchoolsFirst https://t…
"+0.40 RT @FFRF: In 18 states, donors get huge tax breaks for driving public money to private schools. Our school system deserves better #PublicSc…"
+0.40 Stepped out from the tax bill markup to give a quick update on the #GOPTaxScam. If lawmakers are serious about refo… https://t.co/uzmtos9hD0
+0.40 RT @AASAHQ: AASA + 33 natl ed &amp; civic groups applaud legislation to limit public dollars for private schools #PublicSchoolsFirst https://t.…
"+0.40 The #GOPTaxScam promises that ending tax deductions for teachers, medical expenses, student loans, mortgages, and m… https://t.co/Xe17RYG8JD"
"+0.40 Here's where the problem is worst: In 18 states across the country, including Alabama, donors can take advantage of… https://t.co/KLO85F4sPs"
"+0.40 Right now, wealthy donors are turning a profit driving public funds to private schools. My bill stops that… https://t.co/PGJkTBtjxq"
"+0.40 Wealthy donors are turning a profit driving public funds to private schools. Today I introduced a solution, the Pub… https://t.co/CmNSOalj0t"
+0.40 Many believed Trump would help train displaced workers to rejoin our workforce. My amendment keeps that promise where Trump has fallen short
+0.40 Many provisions in the #GOPTaxBill help corporate America &amp; encourage capital investment. My amendment encourages investment in our people.
"+0.40 Introducing my amendment now, tune in: https://t.co/OEoGSGxY8s #GOPTaxBill"
+0.40 Up next: I'm offering an amendment to incentivize workforce training. If GOP want to refocus #GOPTaxBill on our fam… https://t.co/sPKK8gFpZg
+0.40 A single mom working full time at minimum wage while raising 2 kids sees NO benefit under the child tax credit expansion in the #GOPTaxScam
+0.40 The #GOPTaxScam erases tax deductions for families that it keeps for businesses. We can't force working families to… https://t.co/OOl4HFwHHY
+0.40 The GOP compare their #GOPTaxScam to 1986 reform. But there's a big difference. Real reform requires thoughtful deb… https://t.co/IGauBmVkJj
+0.40 Now debating an amendment that voids #GOPTaxScam if it increases the deficit after 2 years. The GOP know their bill drives up the deficit.
+0.40 Want to follow along? You can watch the Ways and Means Committee live here: https://t.co/OEoGSGxY8s #GOPTaxBill
+0.40 We are back debating the #GOPTaxBill. First order of business - why does this bill focus $850 billion in cuts on AMT and the estate tax?
"+0.40 #GOPTaxScam cuts taxes for the wealthy, adds $1.5 trillion to deficit, foots public with the bill. Go back to the drawing board @SpeakerRyan"
+0.40 Zero expert witnesses. Zero public input. Zero time for analysis. But #GOPtaxbill will impact 100% of economy. That's no way to pass reform.
+0.40 GOP just offered amendment to #GOPtaxbill making big changes with no time for Dems/public to analyze. They're tryin… https://t.co/5JlUuEoRtQ
"+0.40 My constituents deserve a seat at the table, but the #GOPTaxBill was drafted in secret without public input. I️ won… https://t.co/2i1Bbq6sTO"
"+0.40 The #GOPTaxBill kills the programs our community relies on most for economic development: new markets tax credit, h… https://t.co/w5WPwsu1P7"
+0.40 Tune in! Making my opening remarks on the #GOPTaxBill now https://t.co/uOyqV7JnOF
"+0.40 Who wins under #GOPTaxBill:
The wealthy &amp; special interests

Who loses:
Students
Working families
Homeowners
Seniors
Charities
Teachers..."
"+0.40 The #GOPTaxBill isn't reform. It repeals reform, eliminating incentives for preserving historic landmarks enacted b… https://t.co/85cqlr1ipc"
"+0.40 The #GOPTaxBill puts billionaires first. Today, I’m fighting to stop elimination of midde-class tax benefits during… https://t.co/XNsIFRgLD9"
+0.40 Hearing on unpopular #GOPtaxbill beginning now. Follow our fight against tax cuts that leave working families behind https://t.co/uOyqV80YGd
"+0.40 In committee, I'll be fighting for pro-growth tax reform that closes loopholes and provides working families relief. Stay tuned for updates!"
"+0.40 Today, my committee starts considering the GOP tax bill, less than 24 hours after the #ParadisePapers revealed big offshore tax havens"
"+0.40 Absolutely heartbreaking. My prayers are with victims, their families, and the community of #SutherlandSprings 🙏🏽 https://t.co/rCheLyzZW9"
+0.40 We might cheer for different teams but Alabama fans were happy to welcome Steve Scalise yesterday at #LSUvsBAMA hap… https://t.co/FJhOv2a8vs
+0.40 @RepMoBrooks @UofAlabama @SteveScalise @RepMikeRogersAL @RepMarthaRoby @USRepGaryPalmer @Robert_Aderholt Special th… https://t.co/woEV0w5rWv
+0.40 The entire Alabama House delegation welcomes @repstevescalise to UA vs LSU football game today! #RTR https://t.co/QcL8A9gauD
+0.40 Field navigators are here &amp; ready to help with insurance enrollment this morning! Stop by Princeton Baptist Medical… https://t.co/VBomLr6O9A
+0.40 Stop by Princeton Medical Center today to hear all about how to enroll in affordable healthcare!! The event goes from 10 a.m. till 2 p.m.
"+0.40 You'll get a hero's welcome at #LSUvsBAMA game tomorrow @SteveScalise, but after kick off, we'll be focused on another big win! #RollTide"
+0.40 Great working with you to save home health services @RepAbraham! This Saturday we have some other business to settl… https://t.co/8GQaXG3Pf1
+0.40 Let's get the word out about open enrollment! Just 42 days left to sign up for health care. #GetCovered https://t.co/KV7t2W4j70
+0.40 The #BillionairesFirst tax plan raises costs for working families while providing the wealthy and special interests… https://t.co/gSivLm2MEt
"+0.40 After months of secret negotiations, the GOP tax plan revealed today is a raw deal for Alabama. My full statement: https://t.co/W6bdyZCcGe"
+0.40 Alabama #HBCUs were well represented at the NEA HBCU Summit!  #HBCUs have bipartisan support! https://t.co/4GuvoreimQ
+0.40 Excited to welcome #ASU President Quinton Ross and State Rep Laura Hall today to NEA #HBCU Summit. https://t.co/sZz8ZQsl9C
"+0.40 @JohnHMerrill I am very familiar with voter intimidation. I come from Selma where our families fought, bled, and di… https://t.co/t3pqaG5vug"
+0.40 @JohnHMerrill Agreed. Surprised that anyone spoke out recommending the prosecution of 700 voters before checking the list for errors.
"+0.40 Threatening innocent voters with jail time is never ""hilarious."" It's called voter intimidation. @JohnHMerrill https://t.co/6ESIegArJ3"
+0.40 This is just a sample of hateful propaganda Russia posted in 2016. I've made it a priority to protect our democracy… https://t.co/WQwcJ3U2yE
"+0.40 In the 2016 election, Russia used Facebook to fuel racial tension. At today's Intel hearing, I asked Facebook for a… https://t.co/iOg2U4Nm5p"
+0.40 Open enrollment begins today! And free help is available! Alabama residents can visit https://t.co/G0F3ruPsaA to ge… https://t.co/6ll9Dkifcc
"+0.40 Happy Birthday, Coach Nick Saban! So proud to have the BEST coach in college football with @AlabamaFTBL! #RollTide https://t.co/kum5A71g68"
+0.40 My Facebook Live Town Hall starts in 10 mins! Join me at https://t.co/aYuTtGGHEU
"+0.40 Open enrollment begins tomorrow! It's easy to #GetCovered, and free help is available. AL residents should visit… https://t.co/cMYz2fS1FI"
+0.40 @Everyone_On @BGCA_Clubs Today we announced @MJ_Agent90 as @ConnectHomeUsa ‘s first national ambassador. Proud to j… https://t.co/fn1RJOMXfF
+0.40 Proud to join @Everyone_On and @BGCA_Clubs today to talk about ConnectHomeUSA’s work in the fight to bring internet… https://t.co/7eFCPDALhV
+0.40 We have a responsibility to follow the facts wherever they lead. Our investigation must work to protect the integrity of our democracy.
"+0.40 As these charges open up new lines of inquiry we must hear directly from Manafort, Gates, Papadopoulos to ensure we have all the information"
+0.40 The indictments issued today for Manafort and Gates have serious consequences for the ongoing investigations being conducted by Congress
+0.40 Shoutout to the Montgomery Regional Airport for adding a new nonstop flight to our nation's capital! Big news for the river region! #FlyMGM
+0.40 Another Magic City Classic in the books! I'm so proud to have been apart of this fantastic celebration. Already loo… https://t.co/3VGBnBcQPd
"+0.40 Standing with greatest today at Magic City Classic! Four Birmingham mayors in one place, it was an honor to be apar… https://t.co/14lBX0YR5a"
+0.40 @Today Classic in Pink focuses on raising awareness about the sobering effects of breast cancer. I'm honored to tak… https://t.co/sH1vNg5MnO
"+0.40 Proudly sent staff to honor Retired Lt. Colonel Emma Vaiton, a breast cancer survivor and a 20yr Air Force veteran… https://t.co/peaLZ6MIDc"
+0.40 Today my staff had the wonderful opportunity to meet with the Alabama Black Mayor's Association Conference to give… https://t.co/TLb0wiAurp
"+0.40 Home health providers are a lifeline for constituents in my district, I'm fighting against cuts to provider payments https://t.co/E8ZopORTgm"
"+0.40 Today I voted against the #GOPBudget, We need to make responsible budget decisions that build a foundation for job… https://t.co/Q4leh80hv7"
+0.40 Happy birthday @HillaryClinton! You continue to be an inspiration for women across America! Here’s to many more! https://t.co/XqSBLCAM0Z
"+0.40 CHIP expired at the end of last month. I'm calling for a CLEAN vote restoring the program today. Not next week, not… https://t.co/5NlIO8gXw9"
+0.40 Proud to join @RepWilson in her battle to rescue those kidnapped by Boko Haram #BringBackOurGirls https://t.co/OJu795loaL
+0.40 Today we wear red for #BringBackOurGirls and to #StandWithFrederica ! https://t.co/f9u4EkvHOg
+0.40 Great meeting today with @MSKFoundation! These women are working to change the world. https://t.co/LX9JPhRCMz
+0.40 Trump's #ShamVotingComission is keeping its Democratic members out of the loop. Zero integrity. https://t.co/VTU7QvcxcS
+0.40 October is Cyber Security Awareness Month! I've intro'd 2 bills to strengthen cyber security in elections - we must… https://t.co/qTA62UrBlB
"+0.40 @SheriffClarke @realDonaldTrump Please stop. You might disagree with Rep. Wilson, but it is never OK to harass wome… https://t.co/k1VklyVTw5"
"+0.40 The Perkins Student Loan gave me a shot to go to college and be who I am today, now I'm fighting to save it: https://t.co/ZJJUhNAHlG"
+0.40 Can't wait for tomorrow's game! Here's one of my favorite #UTvsBama moments @RepJohnDuncanJr #RollTide https://t.co/75kUCwA8Bi
"+0.40 Millions of low-income Americans rely on cost sharing subsides. This isn't an attack on insurance co's, it's an att… https://t.co/W1VWvAkeWw"
+0.40 We're excited to see classrooms at Shelton State filled with participants from today's grant workshop! Such a valua… https://t.co/PmcKz569AH
+0.40 #DREAMers trusted our government that their private information would never be shared. We can't fail them now. https://t.co/wFp2fvd4di
+0.40 Attendees will hear from 14 federal agencies and organizations speaking on everything from economic development to… https://t.co/WqK2AQ6A9L
+0.40 This workshop allows attendees to speak directly to federal agencies and learn what funding opportunities are avail… https://t.co/Bn1B6rWjUB
"+0.40 My annual Federal Grants workshop is underway, we're connecting people with various grant opportunities from federa… https://t.co/noWkfpl5yo"
"+0.40 Our district has won HHS grants for research, health work, and more. Find out more at my Federal Grants Workshop:… https://t.co/03Ya9EcJ4N"
"+0.40 Happy Birthday to @MaeJemison of Decatur, AL - the first African American woman in space! An inspiration for so man… https://t.co/f6umLlJK6A"
+0.40 Our work to help local groups with grant opportunities is a huge success. Join me Wednesday for a Grants Workshop:… https://t.co/k9Lyovhght
"+0.40 In 2015, 500 Alabama babies did not live to celebrate their 1st birthdays. Proud to join March of Dimes, local physicians speaking out."
+0.40 Addressing infant mortality is so important to the health of our families. Welcome to all those joining tomorrow's… https://t.co/2eOBpEXyAl
+0.40 I've also intro'd a bill to incentivize skills training by providing tax credits for businesses that offer apprenticeships HR1190 #SkillsGap
+0.40 I recently hosted @skillsusa_al and was moved by their ambition. We need to get youth involved with skills training… https://t.co/wKmV83ZBRo
+0.40 Closing the workforce #SkillsGap is imperative for economic growth. All hard working Americans deserve the same employment opportunities.
+0.40 Helping constituents with grant opportunities is a top priority. That's why I'm hosting the Federal Grants Workshop… https://t.co/4phOcBmPGp
"+0.40 53 years ago today, Dr. King became the youngest recipient of the Nobel Peace Prize. Today his fight for justice is… https://t.co/y51YkEVzGS"
+0.40 So proud of the Birmingham community for raising awareness! Thanks to those walking with @PKDFoundation today!… https://t.co/xNdF55WBYu
+0.40 Trump’s heartless decision to eliminate cost-sharing subsides will make it harder for families like Hank's to affor… https://t.co/PJd5Cxfh8e
+0.40 Rural America cannot afford to pay for @realDonaldTrump to play political games with our health care. Ending cost-s… https://t.co/9nIqGzIG8z
+0.40 Trump is sending insurance rates through the roof just to sabotage the ACA. This heartless political move will cost… https://t.co/bSkvrTtbxn
+0.40 Agriculture is a big deal in my home state of Alabama! Our farmers provide so much for our communities!… https://t.co/JTIBWDU2op
"+0.40 #OTD 121 years ago, the Alabama Girls' Industrial School opened as the first state supported school devoted to trai… https://t.co/WLAevvwaOE"
+0.40 President Trump is sabotaging the ACA. We cannot allow this Administration to play politics with health care. https://t.co/WjfN1I0SGR
+0.40 FACT: 90% of American citizens in Puerto Rico are without electricity. We can't abandon Americans when they need he… https://t.co/yaCc8adjgo
+0.40 Happy birthday to #EleanorRoosevelt! She was a fierce advocate for women’s rights and for civil rights who inspired… https://t.co/uwfVPbTIY3
"+0.40 #DayoftheGirl is about encouraging, inspiring, and motivating ALL women to dream big! A HUGE shout out to all the w… https://t.co/rVF7nyQTRe"
+0.40 143 million Americans were impacted by the cyber attack against #Equifax. Here's how you can protect your SSN:… https://t.co/YUPoZPCn54
"+0.40 Thank you for coming by @JustinTrudeau! Great talk on trade, jobs, and growing our economy. https://t.co/nhuBaWbj7U"
+0.40 I've introduced two bills - the SHIELD Act and E-Fellows Security Act - to strengthen cybersecurity before we get to the polls in '18
+0.40 Test results show that voting machines can be hacked in minutes with minimal tools and resources. #VotingVillageDC… https://t.co/5T4RrjcLyg
"+0.40 New report reveals that our voting machines are vulnerable to hacking, an issue of national security:… https://t.co/hsE2jq8pQD"
"+0.40 This month, GOP leaders failed to extend the Perkins Loan program, endangering educational opportunities for studen… https://t.co/GX05lbtgQ7"
"+0.40 Mental health conditions can be hard to recognize and even harder to talk about. Today, let's combat stigma and talk #WorldMentalHealthDay"
+0.40 A 391% interest rate is unacceptable &amp; immoral. RT if you stand by the @CFPB and their new payday loan protections… https://t.co/Q5RbtsIHVt
+0.40 This month I'm hosting the Guide to Grants Funding Seminar where grant seekers can learn about funding opportunitie… https://t.co/xtZSXxUes6
"+0.40 This week, the House passed a #budget prioritizing tax cuts for the wealthy over our nation’s most powerful anti-hu… https://t.co/c7T9EBJ4zE"
+0.40 Kobach's agenda will create more restrictive voting policies. Voting is a right not a privilege #ShamVotingComission https://t.co/ZZzk4BflUL
+0.40 Today I want to share the story of one of my sheroes - Fannie Lou Hamer. Today would be her 100th birthday.… https://t.co/AHMRV9Jctl
+0.40 Breaches like this will continue if Congress doesnt act to strengthen #CyberSecurity. I've intro'd 2 bills to prote… https://t.co/XPKDbyGjW2
"+0.40 RT @BennieGThompson: As we celebrate Mrs. Fannie Lou Hamer's 100th birthday, let's honor her by continuing to fight for equality for all pe…"
+0.40 We're thrilled that veterans from all over the 7th District have come out to take part in today's resource fair! https://t.co/unZTWLG9DN
"+0.40 Because as lawmakers, it's not our job to investigate press we disagree with. A good read on this topic:… https://t.co/guTlnPtyf3"
+0.40 We have more than 25 resource groups and service officers on hand this afternoon to assist the veterans in attendan… https://t.co/fhoxS2BdPZ
+0.40 The Resource Fair provides veterans access to everything from health screenings to career services. https://t.co/F0kcSZeYO7
+0.40 The 2017 Veterans Resource Fair is underway! This event connects attendees with valuable resources and assistance. https://t.co/Wai6jLOJC3
+0.40 Voting is a right not a privilege. We can't allow lawmakers to bar poor Americans from our democracy #RestoreTheVote https://t.co/B7jrDoxJQK
+0.40 Enough is enough. I'm with @RepRobinKelly on this. Violence in cities like Birmingham requires solutions. Time for… https://t.co/M5ZOrXGF5J
+0.40 Today I stand with @repjohnlewis to fight for the victims  of gun violence. Commonsense gun safety laws make sense. https://t.co/RyM2eHUIDw
+0.40 Thanks to the advocates who came out today to support commonsense gun safety legislation https://t.co/ktlQ3UwU4N
+0.40 We must set aside party politics and work together in the best interests of our nation to reduce gun violence and s… https://t.co/EB6jFdEelg
+0.40 The nation is counting on us to pass common sense gun safety laws. Bold words from former Rep. Gabby Giffords. https://t.co/PAWBS3E2sR
"+0.40 I’m a fierce believer in the 2nd Amendment, but enough is enough. Closing loopholes is commonsense and we must help… https://t.co/qrUqBRenus"
"+0.40 The American people should choose their lawmakers, not the other way around. #SCOTUS must return power to the voters! #FairMaps"
"+0.40 Today #SCOTUS heard Gill v. Whitford, which challenged Wisconsin’s partisan gerrymandering schemes. Voting rights are at risk! #FairMaps"
"+0.40 We cannot allow Russia to interfere with our democracy! New information will go a long way in our investigation.
https://t.co/mIisYQaTTV"
"+0.40 Happy 25th anniversary, @MichelleObama and @BarackObama! Thank you both for your leadership and friendship. Here's… https://t.co/MKaDhJmy0O"
+0.40 Let’s stop partisan #Gerrymandering and make sure that we have fair districts and #FairMaps!! https://t.co/nNKazdhcZp
"+0.40 Great meeting today with the Energy Institute of Alabama! Good to hear from leaders on reliable, affordable, clean… https://t.co/O6P9gBj5xW"
"+0.40 Meeting the needs of our veterans is a top priority, I'm proud to host an annual Veterans Resource Fair. RSVP here:… https://t.co/GPgRrmanDy"
+0.40 Please join me in praying for the victims of the #LasVegas shooting and their loved ones. 🙏🏽
+0.40 Happy 93rd birthday to President Jimmy Carter! #HBD https://t.co/aFled8nkeR
+0.40 Today we celebrate trailblazer @colinlpo who #OTD in 1989 became the 1st African American to serve as Chairman of t… https://t.co/By2hQWvdZK
+0.40 95 years ago today @Alabamaftbl beat the Marion Military Institute 110-0.  I’d be nervous if I rooted for… https://t.co/IY25bR7qv8
"+0.40 55 years ago today Cesar Chavez founded the National Farm Workers Association, now known as @UFWUpdates. #SiSePuede… https://t.co/rNk17ToTK4"
"+0.40 #OTD in 1962 James Meredith made history, becoming the first African American to enroll at the segregated Universit… https://t.co/mfVBy6fYBQ"
+0.40 Inspiring words from Lt. Gen. Jay Silveria. There is zero room for racism in our Armed Forces. https://t.co/7FvoCe5Gex
"+0.40 All are welcome, attendance is free. Our veterans resource fair is focused on connecting vets with jobs, help at fe… https://t.co/8O2dhLntt8"
"+0.40 Ryan-McConnell tax plan would cut taxes for wealthiest 1% by more than 200k on average, skyrocketing deficit. Hard pass."
"+0.40 Universal high-speed internet is not only possible, but necessary to the survival of rural America. #ABetterDeal https://t.co/HP2KioayRI"
"+0.40 #ABetterDeal would invest $40 billion in internet, upgrade critical safety infrastructure. Time to bring better internet to rural America!"
"+0.40 In Alabama, 8 percent of schools do not have high-speed internet. Classes, tests get cut short. We must address now. #ABetterDeal"
"+0.40 23 million Americans are w/o internet. Universal internet is not only possible, but necessary to the survival of ru… https://t.co/aCFc4aZvA0"
"+0.40 #Trumpcare failed because it focused its benefits on the wealthy. If the GOP wants to pass #TaxReform, they can't make the same mistake."
"+0.40 I went to the White House this week to sit down with President Trump on #TaxReform. If you're not at the table, you're on the menu."
"+0.40 If we want to pass long-lasting #TaxReform, we need a bill that focuses benefits on working families not the wealthy
https://t.co/WUPiRtZZww"
+0.40 RT @SenateDems: .@RepTerriSewell detailing what #ABetterDeal on high speed internet means for elementary school kids.
+0.40 I was moved today by the return of @SteveScalise to the House floor.  Such a pleasure and a relief to have you back at work.  #TeamScalise
+0.40 Congress has been in session for over 130 days and there has still been no infrastructure legislation brought to a… https://t.co/RtL3Nh0YNK
+0.40 American citizens in Puerto Rico need our help! GOP MUST bring emergency legislation to the floor for hurricane rel… https://t.co/9HzW6XjgNa
"+0.40 I have called on local business leaders, state legislators and agencies to help in our effort to save our rural hos… https://t.co/mZoa2WwoiL"
"+0.40 RT @HouseNewDems: #NewDems call on GOP to work w/ Democrats on comprehensive tax reform to help families, small biz &amp; entrepreneurs.
https:…"
+0.40 We don't need another tax cut for the wealthy. Tax reform needs to prioritize relief for working families. https://t.co/o4YqZRTCTN
+0.40 This week I signed a discharge petition to DEMAND a vote on the bipartisan #DREAMAct. We must keep our promise to #DREAMers!
+0.40 Going live on @CNN in five to talk about #TaxReform meeting with Trump. We need bipartisan ideas not wealthy tax cu… https://t.co/XadOVpveZQ
+0.40 I strongly disagree with a number of Trump’s proposed tax changes. But I will not miss an opportunity to be a strong voice for #TaxReform
"+0.40 @realDonaldTrump I've always said, if you’re not at the table, you’re on the menu. Today’s meeting was a chance to… https://t.co/N8u6Qw0yF9"
"+0.40 My constituents deserve #TaxReform that gives working families the relief they need, not another tax cut for the wealthy."
+0.40 Today I met with @realDonaldTrump and a bipartisan group of lawmakers to talk about #TaxReform priorities. We must… https://t.co/y09C4V6j4W
+0.40 Such a pleasure to host @SkillsUSA students from Alabama! Their head start on career skill development will transla… https://t.co/DJFl7hhG6K
+0.40 It's time for the GOP to work with Dems on strengthening healthcare for ALL Americans. No more backroom deals. https://t.co/0EuzigF6B8
+0.40 Visited @NIH today to talk with leading scientists about health disparities. Great to see an agency concerned with… https://t.co/pytJevzepD
"+0.40 RT @IntlPaperGR: It was a pleasure to host @RepTerriSewell at our Pine Hill, AL mill! A great tour coupled w/ a great conversation on #supp…"
+0.40 Great to see job growth in my home town! I will continue working toward lowering unemployment in Alabama! https://t.co/mtUw0QQafy
"+0.40 Today @GOPSenFinace will discuss #TrumpCare, which DIRECTLY targets working-class families and will leave 32 millio… https://t.co/k7s0uBvHUW"
"+0.40 We know our election systems were targeted in 2016. That's why I introduced the SHIELD Act, which strengthens cyber… https://t.co/YjYbsvvQuT"
+0.40 Infrastructure is one of Alabama’s most pressing concerns. It's a nonpartisan issue that we need to work together o… https://t.co/5MxiW7u0Mt
"+0.40 Our national security is one of my top priorities, but the fact is Trump's travel ban doesn't make us any safer. https://t.co/P4tsWej54Q"
+0.40 Huge win for Alabama! Jobs and jobs training are top priorities for me. Proud to see Mercedes investing in our state https://t.co/mhwXi9K8KN
+0.40 We cannot abandon our allies or the American businesses and workers that rely on a stable trading partnership. #KORUS
+0.40 Building and maintaining good trading relationships in East Asia is our best tool for encouraging peace and prosperity. #KORUS
"+0.40 Today, I helped lead a letter to the White House urging our President to continue honoring the Korea-U.S. Free Trade Agreement #KORUS"
+0.40 RT @HouseNewDems: Today #NewDems sent a letter to @POTUS urging him not to withdraw from Korea-U.S. Free Trade Agreement (KORUS). https://t…
"+0.40 ""There is no other experience like the HBCU experience."" -Veronica, @aamuedu #HBCUPride #HBCUWeek https://t.co/6L7a7EpkpX"
"+0.40 Love this #HBCUpride! Thanks to @CheyneyUniv alum Martis Black Jr., class of '92. Go Wolves! #HBCUWeek https://t.co/Q5Q0ZpxpH2"
"+0.40 ""Tougaloo's history was steeped with tradition and filled with stories of success I would not have heard elsewhere""… https://t.co/Hs2knGQsJg"
+0.40 My undergraduate training at @StillmanCollege afforded me the prestigious honor of receiving a Fulbright Fellowship… https://t.co/L8w22YfNnm
"+0.40 At @TalladegaColleg I found a culture where nurturing, high expectations, mentoring, and fellowship fueled my devel… https://t.co/uLXbStu0bW"
