Where is Nevada's AG?????? https://t.co/I9k3RfPIK8
We cannot allow federal funds to be used to go after marijuana businesses. https://t.co/I4GTBaVia1
The bloodletting/exodus continues. https://t.co/3BJRiusQAO via @YahooNews
Discriminating against trans men and women threatens our national security and readiness. We must continue to welco… https://t.co/T6eVAkH3Tb
Open enrollment ends FRIDAY. 8 in 10 people can find plans for less than $75 a month. Visit https://t.co/0M30Eip1dv… https://t.co/iHLQ6TW1e8
Why do you think the Trump Administration wanted to shrink Bears Ears?? https://t.co/oUxYrD4HbW
Congratulations @lafirmanv. We join with you in celebrating one year of community engagement and effective communic… https://t.co/GMN6oBgXrI
Regulated markets are always better than black markets.  https://t.co/aeaMkVvF8P
#pollutingpruitt keeps turning a blind eye so others can turn profits. This administration continues to jeopardize… https://t.co/4VpWTRbhOc
Five days remain to sign up for health insurance w/ @NVHealthLink. https://t.co/QmoYjtae9t
"""Mele Kalikimaka!"" #TeamTitus joins #Ilocano American Association of NV in celebrating Christmas — Hawaiian Style… https://t.co/tzWXx9LqQg"
"Glad to help welcome @DignityHealth L.V. CEO, Laura Hennum and the entire team to District 1. Their newest campus w… https://t.co/3Kxy8YL0av"
"While animals suffer &amp; climates change, the GOP wants to drill in ANWR &amp; hack away at clean energy incentives. https://t.co/mOF8sNJgZc"
"#GrowingCommunity at the #groundbreaking of @SunriseLasVegas’s new 253K SF, 5 story tower. https://t.co/8pGI8KDOnz"
"Bonding provisions to build affordable housing, improve McCarran Airport, and grow our economy will be wiped away w… https://t.co/QPWDT1ad7t"
"Marijuana businesses and communities need certainty, stability, and parity. They don't need fearmongering from the… https://t.co/4lfPLH4x1t"
RT @NVHealthLink: Only one week left in the Open Enrollment window. Get covered before it’s too late. #HealthLinkHelp https://t.co/0WR3npkb…
#TeamTitus welcoming @Babysbountylv to #OnlyInDistrict1 #nonprofit #giveback #community https://t.co/sR2AzSF7SK
"The CR doesn't help DREAMers, doesn't resolve CHIP, and doesn't invest in our nation's infrastructure. The only GOP… https://t.co/AWA5ErrHIY"
"RT @ProtectNevada: Thank you @repdinatitus! Indeed, we can't give up on #GoldButte. ""We must continue to fight, on the ground and in the co…"
Joining my colleagues to condemn Trump's recent anti-Muslim re-tweets and request a briefing on the effect of his d… https://t.co/8v9Xry91Ag
Today we remember those who made the ultimate sacrifice 76 years ago and honor all who served at #PearlHarbor for t… https://t.co/w6zVA6XQM3
RT @UNLVigi: A HUGE thank you to @dinatitus for supporting the International Gaming Institute &amp; @UNLVicgr. Read her letter to @HouseFloor h…
"@LouDeSalvio Not in all states, Lou. States have set different standards for what they believe is best. Some states… https://t.co/FluhgMTjTc"
Yesterday I testified in honor of the 58 lives lost on #1October. Today Republicans ignored my pleas to prevent gun… https://t.co/nQIGgTSckn
Meeting w/ Filipino government officials to discuss pressing policy issues shared by our countries. https://t.co/m0mm55gI3s
Honored to meet with these survivors of #1October who traveled to Washington to share their stories and advocate fo… https://t.co/TOvRBma1ml
Thank you @VFPNational for supporting my work to end “maximum pain” tests on puppies at @DeptVetAffairs. It is a pr… https://t.co/ZNMPyMqzxB
"Republicans just voted to expand concealed carry, undermine states like NV, and jeopardize the safety of Americans.… https://t.co/Hu5LsjEuVS"
In Foreign Affairs Cmte listening to Richard Gere testify on human rights conditions in Tibet. https://t.co/KQfCUoXYo2
This afternoon Republicans will vote to allow concealed carry reciprocity w/o having done anything to prevent gun v… https://t.co/B2zUL4VM08
RT @JeremyInNevada: NV @MomsDemand members watched in disbelief as the events on October 1 unfolded in our hometown and we are furious that…
There have been no votes since #1October to address gun violence but plenty of talk from the GOP about concealed ca… https://t.co/VDgSy0OyUM
Zinke is in no position to make a sound judgment on Gold Butte.  https://t.co/FPX2ZuUHop via @thinkprogress
"Two months after the #1October tragedy, Republicans have taken no meaningful action to prevent gun violence. https://t.co/9459MnoFdw"
My statement on Zinke's Gold Butte announcement. https://t.co/kOBNH5DXLC
The #LayersOfDiscrimination must go. #LGBT people shouldn’t have to wonder which shops will serve them. Businesses… https://t.co/vjWvxwa6oV
Regulated markets are always better than illegal ones. https://t.co/wMoVLmovHp
It's time for a change. https://t.co/ewOjp4p2dn
Thanks to all of our partner agencies and organizations who attended my offices open house tonight. We truly value… https://t.co/f8rdDC8ZiN
Republicans want to take the tax bill to conference. I want to take it to the trash. I voted NO.
.@SalvationArmyUS Women's Auxiliary #HolidayParty &amp; #ToyDrive  🎄 https://t.co/6cjKFfUPHp
I agree with RBG. Trump's policies of discrimination do not represent who we are as a nation.  https://t.co/Q8Y2smdHyG
I’m grateful for the recognition of Tom’s and my contributions to international education @unlv https://t.co/jB4V8Itp4l
cc: @BFawkesESPN https://t.co/bGC8hrFnhv
"W/ SCOTUS hearing arguments in Christie v. NCAA, Congress must also take a look at sports betting. Today I requeste… https://t.co/JSI5onvZua"
Presidents can create monuments -- not take them away. I #StandWithBearsEars.  https://t.co/jGOiHlkRYr
"@JeremyInNevada @MomsDemand I do oppose. In fact, I’ve already filed an amendment to strip this language from the b… https://t.co/ZGUzwpgtzb"
You grow girls!!! https://t.co/WblMZa6HAt
Celebrating #NV #SmallBiz at the  @lvlcc #LatinChamber Awards Gala! #HomeMeansNV https://t.co/mxwlhxuo6z
W/#NVed students &amp; future leaders at @OCALasVegas @ACDCNV #Mentorship Program #GraduAsian #AAPI 🎓 https://t.co/BJ6kgHPkCx
Do you think that passing bills at 2 am bodes well for the people? It certainly doesn’t in the #GOPTaxScam.
I #StandWithBearsEars and #StandGrandStaircase. So do #GoldButte and #BasinAndRange. An attack on any monument is an attack on all.
Mama w/Santa Clause &amp; friends at @hendersonlibs #LibraryTreeLane #HappyHolidays #HomeMeansNV 🎄 https://t.co/mdsh93ehqn
Call it a red herring. Call it a Trojan horse. Call it a handout to billionaires. There is nothing I can support in… https://t.co/wa456XJFON
"On 2-month anniversary of #1October, @HouseGOP announces #HR38, the terrible #ConcealedCarryReciprocity bill, comin… https://t.co/E0M2tBtLeA"
Two things are certain about the Senate's handling of Trump's tax scam: The contents are terrible and the process is ridiculous.
"On World AIDS Day, we remember those we have lost to HIV/AIDS and honor their memory by recommitting to… https://t.co/EiWpl8mfQq"
"RT @repdinatitus: It has been two months since the #1October tragedy in my district. Tell Republicans that ""thoughts and prayers"" are not e…"
"It has been two months since the #1October tragedy in my district. Tell Republicans that ""thoughts and prayers"" are… https://t.co/O6RwX4fjwi"
"RT @repdinatitus: Once again, we must ask how Trump’s judgment  threatens our national security. https://t.co/OCVKSEgQl1"
"Once again, we must ask how Trump’s judgment  threatens our national security. https://t.co/OCVKSEgQl1"
#TeamTitus and @Culinary226 have a message for Trump and the GOP: #SaveTPS https://t.co/NWj9YMZUJt
Best wishes to Bob Coyle in retirement after two decades of service to @RepublicService https://t.co/O5AL2kVNWD
Meeting with Australian and Pakistani ambassadors to discuss how we can strengthen our global partnerships. https://t.co/Jqqtp7wpiL
Yesterday Republicans advanced a bill to allow concealed carry reciprocity across the nation. When will the GOP vot… https://t.co/3WqT2bnY0y
RT @repdinatitus: .@SpeakerRyan calls on Conyers to resign but not a peep about Trump. #ZeroTolerance
Today’s #groundbreaking of the #StarrInterchange is an important step in improving congestion in southern Nevada.… https://t.co/5ks9gctVlT
.@SpeakerRyan calls on Conyers to resign but not a peep about Trump. #ZeroTolerance
"This morning in @Transport, I voted to cover #wildfire suppression under federal disaster funding. #Republicans voted to block."
More unrest to come at the State Department.  https://t.co/fH2RuEsRuH
Republicans in the House Judiciary Committee just voted to advance a bill that allows anyone with a state-specific… https://t.co/InVsx1BuaF
My colleagues and I are demanding that we protect states w/ medical marijuana industries from federal prosecution.… https://t.co/PfiLYnoRhO
"With intensive and comprehensive services, childhood development programs like Early Head Start offer valuable supp… https://t.co/fJRCUn1qas"
I applaud the IRS' approval of 501 (C) (3) status for the Las Vegas Victims Fund. https://t.co/qfxHOHkD32
Ending DACA will destroy families and cost NV $600 million annually. The costs are too high. It is time the GOP act… https://t.co/CFO6b7oBaz
I’m proud that Congressionally-chartered @JewishWarVets has joined other national veterans orgs in support of my bi… https://t.co/NRwziHVciY
I support Title II net neutrality rules and oppose all attempts by Trump's FCC to overturn this vital safeguard. https://t.co/aMoeJaz0J4
The CBO confirmed what I have been saying all along: This bill is bad for working families and at-risk Americans. https://t.co/IjIVUhEJp9
There is still time to sign up for insurance w/ @NVHealthLink &amp; @HealthCareGov. Enroll today!!!! https://t.co/4vnIucLvsd
"The lease says no ""elected official ... shall be admitted to any share or part of this Lease, or to any benefit..” https://t.co/gM1cIM77y5"
RT @repdinatitus: I bet the same thing happened to him with Golf Magazine. https://t.co/xgcNFramwj
The exodus must stop. https://t.co/CVrY916DF7
I bet the same thing happened to him with Golf Magazine. https://t.co/xgcNFramwj
Let’s bring the Fremont Cannon back to where it belongs. Go @unlvfootball!!! https://t.co/ffqVHKKU8l
Rooting for @unlvfootball and the return of the Fremont Cannon to #NV01! #GoRebels #GameDay https://t.co/2BSlw2Luc7
Kicking off #SmallBusinessSaturday w/ @lvlcc @TheBoulevardLV in the heart of #NV01 #ShopSmall https://t.co/4GnazUILE7
https://t.co/2mBhb9ZUhz
Don’t miss out on the chance to celebrate the holidays and help a good cause. https://t.co/sf84tnq7b8
The Magical Forest at @OppVillageLV is officially open! @ the 🎄lighting ceremony w/ @HumanNatureLive the… https://t.co/M5cGHF1K6z
".@lakemeadnps, @HumboldtToiyabe, @blmnv #RedRock, @goldbutte, &amp; #BasinAndRange are waiting. #optouside. https://t.co/uikVjLknGH"
"As I share this day with my friends and family, I am thankful for the strength, courage, &amp; generosity of our commun… https://t.co/qRNJKyNVHV"
Nevada is a gateway to many of these special places. Where is our AG?? We must all defend our PUBLIC lands from Trump and Zinke.
I helped create CHIP/NV Check Up when I was in the State Senate. It is time we properly fund a program that provide… https://t.co/VcNaQc8Mvz
My office has a zero-tolerance policy. https://t.co/yak6xKirWi
I support a free and open Internet for all Americans. We cannot let Trump and Pai destroy Net Neutrality.
When will the GOP leaders step up and join me to take action??? https://t.co/M5X5QwG1Xm
More anti-immigrant and inhumane actions from Trump.  https://t.co/G3xCwEDMa2
Welcome to the #DTLV neighborhood @Starbucks! https://t.co/ZtoxSVp9cz
Today we reflect upon the violence taken against the transgender community and remember all of those who have been killed as a result #TDOR
It is time for a change of the guard. https://t.co/GABl29UxfQ
Kicking off #TransAwarenessWeek w/@LV_TransPride &amp; @HRCLasVegas #Equality https://t.co/daLKkInU2e
W/Councilman @isaacbarron &amp; @RanchoRamsLV #HispanicStudentUnion leader @ #DREAMERs Forum https://t.co/SFK0LPrArj
Meeting w/families about #DACA #DAPA at @ThonyAvellaneda's #DREAMERsForum #KeepFamiliesTogether https://t.co/RWNhsqhADg
"As I always say, Congress must puff, puff, pass those bills to protect marijuana businesses and level the playing f… https://t.co/2VhOEbOvKY"
"More than 11.5k in CD1 use the Student Interest Deduction, saving $11,448,726 annually. The GOP tax scam eviscerate… https://t.co/1s7bND9tWl"
"50k people in CD1 itemize their taxes, saving more than $1.4 billion annually. The majority of those folks earn les… https://t.co/9tichCW3NJ"
The top priority for I-11 is getting it from Vegas to Phoenix. Everything else comes afterwards. https://t.co/oyc9vgDoFF
We must keep up the pressure to ensure these precious creatures stay out of Don Jr’s and Eric’s trophy cases. https://t.co/hWXImKScnb
RT @SteveSisolak: Today I stood with @repdinatitus &amp; @NSHE Regent @osrsig to speak out against the @GOP tax bill that will directly harm Ne…
https://t.co/nTPdBJIT2N
"In a few minutes, I will be w/ @SteveSisolak, Regent Lieberman, labor, homebuilders, students and others from the c… https://t.co/3IA3Aq0dDS"
Giving a policy update at @MJBizDaily's #MJBizCon2017 #OnlyInDistrict1 https://t.co/0xdUpk9qxL
"RT @jgillanNews3LV: Rep. Hoyer, @repdinatitus listening to outgoing Metro Chamber head Kristen McMillan. She said I-11 crucial @News3LV htt…"
RT @lvchamber: Chamber leaders incl CEO @vegaskristin join discussion on infrastructure w @WhipHoyer @repdinatitus @RepKihuen @TinaQuigley…
RT @lvchamber: Incoming Chamber CEO @MBSewald takes part in conversation re infrastructure w @WhipHoyer @repdinatitus @RepKihuen @RTCSNV ro…
"RT @ColtonLochhead: About to kick off the 3rd and final panel of this track, which will be an update and discussion of federal marijuana po…"
RT @PorterGroup_DC: Glad to attend an #infrastructure summit at #UNLV with @RepKihuen @WhipHoyer and @repdinatitus https://t.co/7E48XlCtXG
Joining my colleagues to urge @SecretaryZinke not to ram and jam a new sage grouse plan into action w/o proper publ… https://t.co/TbKsILdvDg
Joining my friend @WhipHoyer this morning @unlv to discuss infrastructure in Southern NV w/ @RTCSNV &amp; other transpo… https://t.co/8ZfNlgOPzd
Are you opposed to Zinke's dangerous fee hikes for our National Parks? Join the #ParksForAll Twitter chat today at… https://t.co/qlA4OHW6OK
"Thank you for your service, Vico. https://t.co/yUw1Al5ZbJ"
Thank you @ADL_Nevada for working towards a 🌎 with #NoHate at tonight’s gala and everyday. https://t.co/r46xi7L4uq
The true values and beliefs of this Administration continue to surface. https://t.co/CmBVJuPGCv
It is time for transparency and accountability. https://t.co/4wIdKtA2ff
RT @HFACDemocrats: .@RepEliotEngel leads @HFACDemocrats in a letter to @StateDept’s #Tillerson on personnel cuts that threaten American sec…
Grateful to Claudia &amp; @EdMBernstein for their support of the @UNLV @UNLVLaw #Immigration Clinic. https://t.co/kAo9lRw9o9
Only 9% of Americans with #pancreaticcancer survive 5+ yrs. I’m wearing purple on #WPCD to Demand Better for patien… https://t.co/VC67WIWxVL
280 characters is not sufficient space to describe why the GOP's tax bill will hurt thousands in my district and mi… https://t.co/Vk6aEpTwjf
I just voted NO on the GOP's disastrous tax bill.
These are endangered and iconic animals -- not trophies for Don Jr and Eric. https://t.co/rkFD9PDtrh
RT @repdinatitus: The VA cannot stay silent any longer. h/t @tomangell https://t.co/oFXMg1qRAJ
RT @repdinatitus: #MJBizCon2017 is #OnlyInDistrict1. Thank you for the support. Looking forward to speaking w/ everyone on Friday. https://…
The VA cannot stay silent any longer. h/t @tomangell https://t.co/oFXMg1qRAJ
#MJBizCon2017 is #OnlyInDistrict1. Thank you for the support. Looking forward to speaking w/ everyone on Friday. https://t.co/WSzx5NhkwZ
The recession hit Las Vegas harder than any other place in the country. Now the GOP wants to hinder our recovery wi… https://t.co/gn8MEm0jNH
About to give a speech on the floor about the disastrous effects the GOP tax plan will have on working families. https://t.co/tASUcZ4kqo
"#HRES401 will urge China, South Korea, and other nations to end the dog and cat meat trade that kills more than 40… https://t.co/PuJj0G1UJN"
"In the @HouseForeign Committee to markup legislation today that will fight against the dog and cat meat trade, reaf… https://t.co/7I4nZjdQSm"
Other foreign leaders are questioning Duterte's human rights record. Our president attacks the media and says he ha… https://t.co/HAiR4KQuQ5
Great to have @drsanjaygupta @unlv for tonight's #BarrickLectureSeries #OnlyInDistrict1 https://t.co/yQGBwLQpKa
Welcoming the Nevada U.S. China Cultural Alliance to #OnlyInDistrict1 #AAPI #TeamTitus https://t.co/R2kpc6xGuG
"Any girl can wear heels. But it takes a real woman to wear combat boots. Thanks for visiting, @Servicewomen and… https://t.co/Y7CdrG1V5x"
I just submitted an amendment tonight in the disastrous GOP tax bill that preserves the current $250 deduction for… https://t.co/73IzPFmbqw
RT @repdinatitus: The GOP tax scheme is not about helping the middle class. It's about stripping vital programs away from vulnerable Americ…
#TeamTitus congratulating #smallbiz owner Emma Chan @ the grand opening of the #RoyalInternational #SchoolofGaming… https://t.co/QdngVHNL5Q
"#TeamTitus at @NHAvoice's #ProjectHomelessConnect helping w/housing, jobs, &amp; healthcare @ Cashman till 4pm today… https://t.co/3UHpRgYvl8"
The GOP tax scheme is not about helping the middle class. It's about stripping vital programs away from vulnerable… https://t.co/wT8xjc41M4
#TeamTitus thanking the LV Chapter of @AFPonline for all they do on #NationalPhilanthropyDay #NPDLove #HomeMeansNV… https://t.co/6DXIgawHPX
"Climate deniers compare the new administration's policies to ""Christmas."" Let's call it what it really is for our c… https://t.co/fMylo9fMg4"
"For the 12th time this year, the House GOP blocked a vote to advance the DREAM Act today on the floor."
"Trump is out, but Nevada is #StillIn to take climate action. cc: @LCVoters @amprog @votevets https://t.co/JKIfMYFJJg"
"Of the 10k people in my district who take this deduction, the majority earns less than $75k per year.  https://t.co/QFm21CkqxT"
Joining bipartisan bill closing the #GunShowLoophole - expanding background checks on gun sales. 94% of voters supp… https://t.co/Bt0gAQmJOY
What is in the GOP tax plan for teachers? No relief. Republicans will eliminate the $250 deduction to recoup $$$ fo… https://t.co/MESG2Fa8lp
RT @TravelCoalition: The U.S depends on promotion from #BrandUSA to protect and grow its share of international travelers. #PreserveBrandUS…
Welcome to the #LasVegas @RAIDERS #OnlyInDistrict1 https://t.co/mzp32I9hdV
RT @OurPublicLands: #PublicLands should be accessible &amp; affordable for all Americans. Only 10 days left to leave your comment for the @Inte…
A vote to confirm Azar is a vote for a big pharma lobbyist who wants Medicaid block grants and opposes a woman's ri… https://t.co/k7tkFvaZjg
"You can't make this up. 
https://t.co/i4zbXap8Wg"
Women make the majority of health care decisions for their families. Protect your family and #GetCovered before Dec… https://t.co/oZUDwulEw8
@repmarkpocan #TeamTitus wishes you a speedy recovery.
Let's keep breaking records. You still have more than a month to sign up w/ @NVHealthLink &amp; @HealthCareGov. https://t.co/nza7F1ndwb
These iconic animals do not belong in slaughterhouses. https://t.co/kGx4lvOo76
#BFFs https://t.co/QaTpIvMsEq
Thanking Greg Zanis for helping Las Vegas heal #VegasStrong https://t.co/vqp01RV0F8
Thousands have sacrificed for the only country they call home. https://t.co/q9a4rQ3lKB
#VeteransDay ribbon cutting for @VetsVillageLV's Crisis Intervention Center. #VeteransFirst https://t.co/gk87FVV7cq
Celebrating #Diwali #FestivalofLights w/#FriendsofIndia https://t.co/QjKfKb3ZFE
RT @repdinatitus: Unveiling of the Memorial Bench honoring all military veterans at the Historic Woodlawn Cemetery for #VeteransDay #ThankA…
"RT @ChrisHyepock: @repdinatitus great to see you honoring #AustinNeukam 's Veterans Memorial Bench and recognizing the 300,000 Veterans tha…"
Unveiling of the Memorial Bench honoring all military veterans at the Historic Woodlawn Cemetery for #VeteransDay… https://t.co/eHgAWytnZp
The facts are foreign for the president. https://t.co/MiIUO5tYYi
Watching the @GoldenKnights at @TMobileArena W/@CGJVilleneuve @CGCanLA @CanCGLA #OnlyInDistrict1 #GoKnightsGo https://t.co/bRKfSw1uOr
This man was our National Security Adviser. https://t.co/NW49FjTVPs
My statement for Veterans Day. https://t.co/oAsC2J5m5z
RT @repdinatitus: TY @CSNCoyote VETS for hosting today's POW/MIA Table Ceremony. #Veterans #VeteransDay https://t.co/7ffBnpjMOb
RT @repdinatitus: #TeamTitus thanking veterans for their service and sacrifice at @ClarkChargers during the Multicultural Heroes Cup #Thank…
"Through our nation’s triumphs and its darkest hours, our Soldiers, Sailors, Airmen, Marines, and Coast Guardsmen ha… https://t.co/vmPqM8y9B1"
.@NVHealthLink has got you covered this #OpenEnrollment. Sign up for health coverage today. https://t.co/mwFYdMszEG
RT @repdinatitus: Roy Moore always has been and always will be unqualified to serve. https://t.co/cI0Kx3jkyN
#TeamTitus thanking veterans for their service and sacrifice at @ClarkChargers during the Multicultural Heroes Cup… https://t.co/1YxGNul3Hp
TY @CSNCoyote VETS for hosting today's POW/MIA Table Ceremony. #Veterans #VeteransDay https://t.co/7ffBnpjMOb
Roy Moore always has been and always will be unqualified to serve. https://t.co/cI0Kx3jkyN
"On November 14, I will be sending the message that the US is #StillIn for climate action. Join me in DC or find an… https://t.co/mLuRiIsAg1"
"Want new jobs, training programs, and higher wages? The new GOP tax plan won't bring them to your community.  https://t.co/OA4iAe8Xvc"
"Want new bridges, highways, &amp; tunnels? Don't expect the GOP tax plan to help build them. https://t.co/pp24WWVxfe"
My colleagues and I are demanding that Mattis &amp; DOD explain how they will prevent another shooter from slipping thr… https://t.co/0OPU5ipWFh
"RT @HFACDemocrats: News of @StateDept senior ranks being depleted at dizzying speed is no surprise. When @POTUS suggests 31% cuts, sends a…"
The likely result of the GOP’s trickle-nowhere economics: https://t.co/Hn7gK9i4qK
"#TeamTitus helping to ""Honor Those Who Serve"" @USVETSLV #GRAND17 #servingveterans https://t.co/jcxJCrPhhD"
"Don't expect any mercy from the GOP tax bill if you or a loved one has cancer, dementia, or disabilities. https://t.co/QeXUWy7Muc"
Always great to see my friends from @DemsAbroad when they are stateside. https://t.co/eX3RfBkIR8
Thank you @Calebkeeter for coming to Congress to tell your story and speaking out on gun violence prevention. We mu… https://t.co/VUkpGT6yeW
"Thank you @Vets_First, #RetiredEnlistedAssoc, #MilitaryVeteransAdvocacy, &amp; #AmericanMilitaryRetireesAssoc for your… https://t.co/jdrt8mr0rF"
The nation’s first public self-driving shuttle brought to us by @AAAauto and @KeolisNA hits the streets… https://t.co/f0mYbVKZyr
"For the 11th time since DACA's termination, Republicans just blocked a vote on the DREAM ACT, a bill to provide rel… https://t.co/iBhQOhcKBl"
Looking forward to continuing to work with @lvchamber and your new President &amp; CEO @MBSewald! Congratulations! https://t.co/dEuJcNidZY
My friends from @AUCDNews stopped by the office today to tell me about all the great things happening at #AUCD2017.… https://t.co/I6IwyxBIpx
Have student debt and pay taxes? The GOP tax bill eliminates benefits for you. https://t.co/DWRECmCsp1
"A ""yes"" vote on HR3911 rolls back Dodd Frank protections &amp; weakens oversight of credit rating agencies that  helped crash the market."
RT @repdinatitus: The House Rs just blocked a vote to set up a Select Committee on Gun Violence that would study how to prevent future trag…
Visiting w/ the Secretary of State of Poland to discuss our nations' important partnership. https://t.co/K0kuUPfJxK
The House Rs just blocked a vote to set up a Select Committee on Gun Violence that would study how to prevent future tragedies.
Open enrollment ends Dec 15. Keep breaking records. Don't wait. #GetCovered w/ @NVHealthLink @HealthCareGov https://t.co/iftX1HtLf7
Joining @APWATWEETS to discuss how communities and public works officials prepare for and react to emergencies.  https://t.co/IFPbuYK3Wk
We now stand alone. https://t.co/Whr8EKMAPw
"Join me, @APWATWEETS, &amp; officials from FL, TX, &amp; CA to discuss the impact of public works dpts in emergencies. 2167 RHOB, Today, 10:30AM"
"RT @NVHealthLink: If you're in Henderson, visit @StRoseHospitals enroll with a certified navigator. #HealthLinkHelp https://t.co/RGFrM8PJog"
35 days since the mass shooting in Las Vegas. How many more days must pass &amp; how many more must die before the GOP… https://t.co/zjUUg5WSAj
Does your family have #health insurance? Worried about costs? 8 out of 10 receive financial aid! #GetCovered now w/… https://t.co/ssGbg5K6QT
Can families earning $20k to $40k trust Trump/House GOP claim that the benefits will just trickle down? No!!! https://t.co/U6smpbQ7aS
The @GOP cannot stand in silence any longer. https://t.co/wbJjol06LV
@WomensMarchLV I am taking action to prevent the next tragedy. Let me know if you have any questions about my record.
"As we continue to grieve in our own community, Las Vegas now mourns for the victims and families in #SutherlandSprings."
Looks like Wilbur and Putin run in the same circles.  https://t.co/GeukHjlxAL
RT @ClarkCountyNV: Set those clocks back tonight - end of #DaylightSavingTime! It's a good time check smoke &amp; carbon monoxide detectors htt…
#TeamTitus w/community leaders at @UWSN for Nevada Peacemakers https://t.co/HOYAsydJz3
Congratulations to the inaugural #NV Chapter Board of @APAPAHQ Welcome to District 1! https://t.co/r6foWQOdra
#TeamTitus @JDRF #JDRFOneWalk for a 🌎 without #T1D @unlv https://t.co/9uzbg9TWeU
Thank you @thatadoptedgirl for all you do to improve the lives of foster children. #HomeMeansNV https://t.co/VdJ5DM4eHP
Vegas is a gateway to our natural treasures. This proposal will hurt tourism &amp; limit access to public lands. https://t.co/DrOjvzzMxD
How many more must suffer before GOP leaders do the right thing &amp; work w/ Ds to fix our broken immigration system? https://t.co/XFMwWU0eHA
Celebrating the 1st anniversary of @RTCSNV #RTCBikeShare @DTContainerPark https://t.co/vUoXFfFdDB
"GOP gets gold, Nevadans get the shaft w/ a tax bill that eliminates the sales tax deduction for residents."
"GOP gets gold, small businesses get the shaft w/ a tax bill that repeals a credit for providing access to disabled individuals."
"GOP gets gold, working families get the shaft w/ tax bill that eliminates incentives to hire vets, SNAP &amp; TANF recipients."
"#DiaDeLosMuertos at Winchester Cultural Center #DayoftheDead
#DiaDeLosMuertos2017 https://t.co/Ei9orByz8L"
A yes-vote on GOP's misguided HR3922 will strip NV of $1.7 million in health care funds in FY18. It's not abt kids. It's about gutting ACA.
My statement on the GOP tax bill. https://t.co/KGENXrSG6r
Instead of this billionaires-first plan why don't we do some actual good for our nation? https://t.co/QTceA2WhLg
How does the GOP tax plan damage the environment? It reduces the wind tax credit &amp; repeals the electric vehicle credit.
How do students lose under the GOP tax bill? The student loan interest deduction disappears.
How do working families lose under the GOP tax bill? The state and local deductions vanish.
How do families dealing w/ sickness or injury lose under the GOP tax plan? The deduction for significant medical costs vanishes.
"#TeamTitus w/@CityOfLasVegas, @cityofhenderson, businesses &amp; #serviceproviders to hear from @USICHgov on addressing… https://t.co/PSFWsnXIYT"
"""The only thing that you absolutely have to know is the location of the library""-Albert Einstein📚 #TeamTitus @… https://t.co/qmCNShvuUV"
RT @teamtrace: The NRA deleted a tweet announcing its opposition to a bill that would require bump stocks to be registered w/ATF. https://t…
"RT @tomangell: My new interview with @repdinatitus covers marijuana, casinos, veterans &amp; the feds.

PLUS: ""old stoned hippies.""

https://t.…"
Don't let Trump fool you. It is time to #GetCovered. https://t.co/aPp1WYibcS
"This non-scientist, racist, climate denier, &amp; homophobe should never have been considered. Under the Trump Standard… https://t.co/o3BhLX2rMz"
Raising @NatlParkService fees will hurt the travel &amp; tourism industry &amp; block Americans from their natural treasure… https://t.co/TkHXJTjwMa
"RT @TJRaphael: .@repdinatitus: NRA hopes to just wait it out and the news cycle will change, people will forget until the next one. https:/…"
